"Descriptions:","Unit:","Multiplier:","Currency:","Unique Identifier:","Series Name:",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Miscellaneous nondurable goods; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B51215.A,IP.B51215.A,,,,,,,,,,,,,41.0074,41.7058,40.9341,39.7930,43.1425,46.2769,47.1527,47.6960,47.1555,48.3307,48.9614,52.4243,55.8700,57.0853,58.3948,62.0572,65.9244,67.0290,69.6133,71.8792,76.4369,80.5471,80.8900,82.5591,85.6699,88.4185,93.2952,95.2834,97.0921,96.4330,97.7172,100.0412,99.4354,107.3896,108.9248,104.8786,108.6579,104.0491,107.1720,106.0575,106.0557,110.1751,104.8607,105.4502,105.8568,100.0000,104.3174,102.0022,94.2322,102.9687,110.4268
"Consumer energy products; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B51220.A,IP.B51220.A,24.8510,26.1385,27.9880,29.7063,31.6500,33.1553,35.3738,38.3151,41.0723,43.9445,46.4721,48.6555,51.3482,51.9913,53.5183,54.6829,57.6168,59.7679,60.6658,62.2792,59.6322,59.1902,59.4797,59.8084,61.6805,61.5046,62.5347,64.7895,68.2083,68.5328,67.8742,69.8782,69.0434,71.9907,72.8209,74.6936,78.0047,77.4097,77.1014,79.9487,81.5194,82.5073,86.0556,86.4494,87.9733,91.0575,91.4841,95.2583,94.8198,95.2189,97.1695,97.9951,95.1707,100.3391,100.2305,98.4495,100.5624,100.0000,103.9579,102.9672,94.3099,98.9631,102.1545
"Fuels; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B51221.A,IP.B51221.A,34.8786,35.7077,37.2709,39.3257,40.0860,40.7348,42.5176,43.8052,46.1272,48.0099,50.2065,52.2147,54.8581,52.4402,57.1651,58.4618,63.9036,66.7222,65.8185,68.8454,61.3960,60.7226,60.4741,60.7408,62.2385,60.9783,60.0137,63.3945,66.3484,64.8403,63.8821,64.4473,63.5680,63.7934,65.2021,66.7154,68.6827,69.9479,67.7386,72.5438,72.5944,73.6340,76.4677,74.8202,78.2988,81.0748,83.5657,86.9790,86.2054,88.6689,87.6701,90.7644,90.3732,95.5764,93.7335,92.8410,99.3876,100.0000,98.6544,98.1747,76.6822,86.8767,88.9336
"Residential utilities; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B51222.A,IP.B51222.A,22.2228,23.6107,25.5095,27.1257,29.4179,31.1743,33.5455,36.4442,39.5714,43.2670,46.1665,48.5544,51.4076,53.4625,53.2839,54.4142,56.0149,57.8295,59.9340,60.5135,62.2311,61.9681,62.7024,63.0918,65.2579,65.4698,67.2551,69.2443,73.0772,74.3869,73.8541,76.7292,75.8636,80.1838,80.8083,82.9619,87.1117,85.4769,86.1529,88.1221,90.7040,91.6942,95.8336,97.4220,97.4752,100.8610,98.3036,102.4073,102.3872,100.9399,105.4670,103.9141,98.2998,103.2911,104.8923,102.3875,101.3263,100.0000,108.3502,106.8969,106.3410,106.8996,111.2833
"Equipment, total; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52000.A,IP.B52000.A,12.7349,12.5560,13.9735,14.8025,15.6537,17.7015,20.6166,21.9215,22.5524,23.1569,21.5010,20.1342,22.0196,25.1132,26.3771,24.0988,25.3504,28.2796,31.4811,35.1172,36.7863,38.5326,36.6416,36.4453,41.6240,43.6961,43.1144,45.4403,49.1663,50.3240,51.3814,49.9006,50.6952,52.3644,54.6536,58.5621,63.3275,71.3714,78.6460,81.6908,85.9936,82.6223,77.3091,78.3799,81.8849,88.3566,95.5393,102.8310,102.7024,86.2356,92.7044,97.4283,105.9103,105.3324,106.9039,101.9299,94.9054,100.0000,104.6304,100.3995,87.3432,91.8690,99.2234
"Business equipment; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52100.A,IP.B52100.A,8.8368,8.5801,9.3234,9.7815,10.9503,12.5404,14.5300,14.8116,15.4650,16.4670,15.8789,15.0952,17.1849,19.8788,21.0409,18.7893,20.0207,23.1000,26.0772,29.3595,30.0500,30.9390,28.2891,28.4861,32.6892,33.9291,33.4642,35.7195,39.4517,40.7908,42.3040,41.7938,43.5644,45.7381,48.8568,53.4987,58.8836,67.7342,75.5342,79.6486,85.8386,80.7624,75.2687,75.5673,79.6536,85.6506,93.7558,99.4477,97.2998,80.7829,86.6159,91.8723,101.0811,101.0772,103.0459,100.8085,95.4622,100.0000,103.6461,95.9232,83.9047,88.2286,95.9592
"Transit equipment; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52110.A,IP.B52110.A,22.3294,20.5397,22.3234,24.0810,26.8198,33.6918,42.0847,42.8985,47.8466,47.1740,41.3616,40.0160,43.6702,51.8956,50.6235,44.6363,46.1455,54.7177,63.4988,74.1369,69.8377,65.4140,50.1502,49.2394,50.8570,52.7548,48.2448,48.7714,54.4892,57.2422,61.2198,63.7065,62.4008,58.2316,56.3047,55.7842,58.9864,69.2575,81.4502,79.6483,70.6310,68.1008,61.5980,58.3351,61.5959,67.4478,78.5513,81.1108,73.1347,59.6336,66.4255,68.7462,83.2123,88.5361,96.9221,101.5225,93.1040,100.0000,101.2765,78.6260,56.3852,58.8934,69.3009
"Business vehicles; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.G3361E.A,IP.G3361E.A,,,,,,,,,,,,,32.0708,37.6128,36.4843,34.9026,42.7349,50.3864,53.1137,52.0640,45.0133,48.5898,43.3337,58.1641,73.6072,78.6981,67.3255,65.9017,69.4614,67.1688,66.7233,68.7316,67.5601,64.3997,74.3892,78.1408,77.7643,82.5019,83.3110,82.7216,79.6835,67.1553,69.8023,76.8447,85.8084,96.2859,109.7204,104.0023,86.6484,55.2005,80.9749,89.9090,95.2209,96.1889,101.2812,107.4224,103.9711,100.0000,110.4192,114.8673,78.4102,78.6296,96.1349
"Business light vehicles; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.G33611E.A,IP.G33611E.A,,,,,,,,,,,,,29.7843,35.1436,35.6482,34.4195,41.7255,49.7551,52.5657,52.0722,46.6236,50.7624,45.0503,59.5760,74.9588,79.7238,65.4028,62.7936,64.8161,60.4254,59.6702,62.4067,58.3506,54.7904,65.2951,71.2570,72.8199,78.5050,74.5691,69.1294,69.1106,62.3984,63.0353,71.0001,76.7821,84.4179,97.0724,101.6776,82.6073,49.4996,75.2270,80.0505,84.9653,87.5667,93.8602,98.1252,103.4218,100.0000,104.8865,111.1648,77.5921,74.3893,93.7273
"Automobile, business  (NAICS = 336111pt.); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.G336111B.A,IP.G336111B.A,,,,,,,,,,,,,98.0811,119.3237,121.9211,117.7960,140.9934,173.5020,184.3030,174.0745,126.8090,134.7163,117.9266,157.2174,197.7250,196.3891,166.7219,164.9306,158.9311,143.6038,133.4674,136.8544,126.5747,120.4723,128.5836,122.2317,118.7068,119.1374,103.3682,107.9478,100.3853,81.9238,94.3867,88.5181,90.9937,88.6555,105.2429,96.4013,102.2145,60.1962,96.9305,95.4915,127.1597,118.8683,122.6612,128.0602,132.4915,100.0000,109.5151,101.0588,72.9233,68.2913,88.0323
"Light trucks, business  (NAICS = 336112pt.); n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.G336112B.A,IP.G336112B.A,,,,,,,,,,,,,4.0300,3.5529,3.3205,3.1824,4.4006,3.6600,3.5792,6.0244,15.7166,18.5441,17.1546,22.1548,27.9113,35.5346,26.7814,23.6866,29.1346,29.0631,32.2112,34.8199,33.1088,30.4542,42.0635,52.8657,56.4480,64.4549,65.6984,54.6588,58.7132,57.8747,53.0442,65.5474,72.4155,84.4419,95.5477,105.5728,78.2221,47.1793,70.0913,77.3372,72.7788,78.7262,85.9190,89.8764,95.4098,100.0000,103.6872,113.6774,78.7474,75.8784,95.1486
"Information processing and related equipment; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52120.A,IP.B52120.A,,,,,,,,0.7428,0.8403,0.9378,0.9679,0.9005,1.0480,1.2372,1.5032,1.4466,1.7111,2.2604,2.8517,3.5743,4.4944,5.3225,6.0218,6.9876,8.5724,9.2297,9.3560,10.7095,12.0447,12.3598,13.4460,13.6804,15.4685,17.0459,19.3114,23.3263,28.6780,36.4939,43.7654,53.1752,64.7765,63.3696,55.4378,58.5933,64.4754,70.8269,81.2781,91.0383,94.2184,85.0321,86.8046,87.1277,94.5113,95.1080,93.2983,94.8020,94.8482,100.0000,104.8467,107.5676,104.1483,106.4839,108.9570
"Industrial and other equipment; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52130.A,IP.B52130.A,,,,,,,,52.8502,52.7740,56.2022,54.2483,51.8412,58.9996,67.1140,69.9051,61.2125,63.6560,69.3491,74.2502,78.8534,76.2253,76.0297,65.7748,60.9307,69.4826,70.3268,69.9714,72.4922,78.7232,81.3168,80.7443,76.4974,77.7824,83.0174,88.6418,94.2145,97.5421,103.5552,106.8321,104.3526,110.6522,100.0531,98.4024,97.9514,100.5656,106.0511,110.2999,114.6217,112.2227,89.6009,97.0428,106.4715,113.6792,110.5297,110.8312,103.1821,97.0826,100.0000,104.5832,101.5263,91.5939,97.6341,105.8993
"Industrial equipment; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52131.A,IP.B52131.A,,,,,,,,73.5073,72.8661,77.7096,75.2879,70.4442,78.1489,90.0561,95.0500,81.5875,81.9956,87.5516,94.4165,97.9246,94.5001,94.0768,76.9088,65.0496,74.8634,75.9747,74.2367,74.5859,81.8078,84.0295,82.9947,78.0194,77.2107,82.4760,89.9119,98.3582,101.1750,107.0959,107.9068,105.2389,114.4705,99.7949,95.2265,93.2435,95.9414,101.8098,108.5467,116.2364,112.0320,84.1154,94.9132,107.9395,115.2440,109.4312,110.5609,100.4808,93.4329,100.0000,104.3274,101.1008,89.9941,94.4450,101.2021
"Other equipment; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52132.A,IP.B52132.A,,,,,,,,29.8938,30.5776,32.3848,30.9196,31.7499,39.1380,43.6657,44.5287,40.3281,44.3852,49.9414,52.8394,58.3971,56.6122,56.6558,53.7500,56.3988,63.5677,64.1166,65.3036,70.2702,75.3854,78.4205,78.3878,74.9859,78.8010,84.0203,87.4206,89.4412,93.4302,99.5938,106.0610,103.8096,106.3639,101.0056,103.2070,104.7745,107.2880,112.2904,113.2308,112.9741,113.1044,97.9526,100.4115,104.1855,111.2412,112.3562,111.3487,107.4035,102.7561,100.0000,104.9860,102.1940,94.0684,102.5745,113.2098
"Oil and gas well drilling and manufactured homes; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52200.A,IP.B52200.A,133.5093,138.1561,146.0923,146.7405,155.8488,161.4393,159.3352,146.0618,152.3666,157.5102,137.0693,131.5870,151.0489,145.6599,133.8686,133.6453,152.1169,187.5680,207.9828,218.2059,242.1170,287.8759,253.2198,210.0694,222.5928,206.3714,118.0348,113.5190,127.5122,113.4557,117.5411,96.0007,86.1723,108.0394,112.9212,116.4216,129.2186,147.8540,145.5855,128.1016,125.9547,134.1252,105.0415,112.6108,121.5083,133.0918,147.2180,150.9107,157.9062,101.6193,113.0441,137.9567,156.0758,156.7179,168.3871,120.2451,75.1206,100.0000,127.3677,124.4987,77.9516,88.5418,101.2107
"Defense and space equipment; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B52300.A,IP.B52300.A,36.0871,36.6671,42.4514,45.7785,44.3210,49.0561,57.6410,65.7527,65.8862,62.7276,53.1181,47.7353,46.4307,50.8701,52.5735,53.0271,51.4163,46.0938,46.8834,50.2131,59.6297,64.5959,77.1337,77.7073,88.9631,99.5871,105.7402,108.0202,108.9076,109.0499,105.1397,97.4851,90.4883,85.5321,80.3937,77.6173,75.6886,74.6682,77.9581,75.7107,67.2507,73.8734,74.7280,79.5688,78.1041,85.6229,85.2300,101.5872,109.8515,105.0638,113.1039,109.7962,111.8632,108.1834,104.2805,101.3015,97.7336,100.0000,102.8978,114.5422,106.7145,110.2541,113.2668
"Nonindustrial supplies; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B54000.A,IP.B54000.A,27.8425,28.3966,30.1435,31.8083,33.9105,36.0762,38.2898,39.8620,42.1515,44.4402,43.7702,45.1105,50.3646,53.8442,53.3003,47.7118,50.9968,55.2772,58.3336,60.2075,57.7485,58.3303,56.1708,59.1958,64.3798,65.9159,67.9994,72.1527,74.5291,75.1291,76.2876,74.3540,76.4536,79.0769,82.8541,85.7453,89.2750,94.9495,100.1923,103.8541,107.3022,103.0806,103.1640,104.2932,106.8060,111.1302,113.2112,113.8197,107.0589,91.1209,94.1267,95.2997,96.7528,98.6304,100.0427,99.3120,99.6624,100.0000,101.8122,99.9074,94.6341,99.0739,102.1406
"Construction supplies; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B54100.A,IP.B54100.A,40.2061,40.5664,43.0366,45.0451,47.7630,50.7099,52.8347,54.2389,57.0535,59.5152,57.4049,59.2371,67.2272,72.9928,71.2704,60.2719,64.9076,70.6190,74.5240,76.5243,70.8384,69.7121,63.2187,67.6828,73.5536,75.2917,77.7021,82.7560,84.5758,84.1951,83.5535,79.1069,82.4501,86.0992,92.3712,94.4434,98.7875,103.5264,109.0225,111.7000,114.0464,108.8308,108.7680,108.4991,111.0970,116.4480,119.2875,118.3968,107.5370,82.7862,85.6376,87.6369,91.3013,94.2164,97.1390,97.7988,98.7280,100.0000,101.6905,100.2053,96.2510,100.8537,103.7135
"Business supplies; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B54200.A,IP.B54200.A,22.7794,23.4648,24.9216,26.5288,28.4212,30.2827,32.6393,34.3572,36.4659,38.7802,38.9347,40.1161,44.1388,46.8064,46.6683,42.9716,45.7650,49.5157,52.2534,54.0720,52.7598,53.9265,53.2655,55.7785,60.6818,62.1352,64.0893,67.9036,70.4365,71.3478,73.0722,71.9625,73.6408,75.9069,78.8534,81.9661,85.1946,91.1089,96.2082,100.1881,104.0218,100.2080,100.3480,102.0562,104.5209,108.3866,110.1323,111.4032,106.4857,94.4057,97.4748,98.3175,98.9232,100.4111,101.2333,99.9445,100.0556,100.0000,101.8638,99.7788,93.9226,98.2875,101.4556
"Non-energy business supplies; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B54210.A,IP.B54210.A,24.9838,25.3315,26.8624,28.5720,30.3601,32.4578,35.0435,36.3886,38.4976,41.0385,40.6603,41.6853,46.2784,49.1964,48.9880,43.9925,46.9964,51.3986,54.5777,56.2521,54.8759,56.1365,55.0813,58.1353,63.6901,65.1218,67.2659,71.3798,74.0912,74.6808,76.4304,74.8163,77.0487,79.4996,82.5467,85.9004,89.4356,96.2094,102.3825,106.7117,110.8003,105.4718,105.2761,106.1823,108.5326,112.8475,114.9018,115.9000,109.4171,94.3731,98.0428,98.8021,99.9846,101.3072,102.0306,100.5216,100.5504,100.0000,101.3680,98.4329,93.3987,97.5583,99.7040
"Commercial energy products; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B54220.A,IP.B54220.A,,,,,,,,27.3973,29.7123,31.2561,33.6568,35.3717,37.2840,39.0433,39.1798,40.5142,42.5750,43.9281,45.0499,47.4693,46.3589,47.2111,47.9531,48.6660,51.4692,53.0132,54.3749,57.2473,59.2122,61.2777,62.9590,63.6830,63.3204,64.9679,67.6294,69.9557,72.1499,75.0150,76.1326,78.9116,81.8873,83.0527,84.2916,88.6907,91.5606,93.9916,94.8246,96.8889,96.8890,94.5106,95.5976,96.6905,95.5110,97.5210,98.6603,98.0818,98.4627,100.0000,103.3767,103.8991,95.3871,100.4100,106.7476
"Materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53000.A,IP.B53000.A,21.0480,21.0622,22.9419,24.4126,26.3858,29.4208,32.0450,31.7338,33.8349,35.8484,34.5790,35.1043,38.6650,42.1467,42.0223,37.4670,40.7582,43.6200,45.8008,47.0185,45.2364,45.5179,42.0160,43.1251,47.1850,47.1397,47.1352,49.6807,52.4629,52.8543,53.2354,52.4792,54.1942,56.0103,59.5801,62.7927,66.0959,71.2904,75.4952,80.2101,84.1303,80.9292,82.0596,83.1476,85.9654,88.0415,89.8152,92.9707,90.6607,80.6451,87.4389,91.2578,95.2965,98.5821,103.4512,101.1406,97.8523,100.0000,104.7554,105.2748,96.1954,100.1511,103.5350
"Materials ex. energy materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.Z53010.A,IP.Z53010.A,,,,,,,,27.8476,29.8729,31.7463,29.8729,30.4302,34.0804,37.7302,37.6235,32.3117,35.9529,38.9585,41.4731,42.5812,40.0686,40.2049,36.1749,38.6394,43.0780,43.0797,43.9300,46.8378,49.7931,50.0936,50.1885,49.1172,51.5578,53.8407,58.1414,61.9393,65.8978,72.7743,78.1544,84.3690,89.2512,84.9634,86.7095,88.3180,92.6181,96.3749,98.7585,103.0425,98.1917,81.6849,90.8481,95.0809,97.7840,99.7209,101.8179,100.1869,99.3244,100.0000,101.5061,99.2058,91.9405,96.3619,97.9247
"Durable goods materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53100.A,IP.B53100.A,12.5500,12.2519,13.6222,14.5382,15.8516,18.1634,20.0026,19.2990,20.4434,21.5098,19.5330,19.6110,22.1735,25.3051,24.9877,20.9240,23.3398,25.4528,27.4919,28.3430,26.2542,26.2764,22.9046,24.4281,28.3512,28.5027,28.8692,30.9034,33.3877,33.5263,33.5715,32.6163,34.7950,37.0968,41.2320,45.3472,50.2665,57.1189,63.3046,70.7322,77.2871,74.2567,75.8501,78.5040,83.7367,88.6358,92.1708,96.1463,93.2122,73.3079,84.3956,91.5671,96.0095,98.5205,102.6818,100.7567,98.9734,100.0000,102.6909,100.1763,90.4283,95.2637,97.6196
"Consumer parts; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53110.A,IP.B53110.A,33.7847,30.0041,34.8640,37.0102,38.3763,46.0237,47.3189,43.6973,49.2201,49.5272,41.5487,46.0288,51.1809,59.3173,52.4193,42.3157,54.1111,59.2300,62.5818,58.9935,45.4503,43.2270,36.8097,44.5663,52.9465,55.1777,54.6957,56.1428,60.6037,57.5718,53.5700,50.6194,56.9737,64.3724,74.3426,77.2853,79.2094,85.3465,88.3727,97.0634,97.3829,86.9468,91.5422,90.9948,92.1090,94.5005,94.7467,95.1900,82.8482,58.9863,74.5624,80.9228,90.4291,94.4082,99.3225,101.6226,100.6114,100.0000,101.5518,96.4684,81.4084,86.3651,88.2963
"Equipment parts; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53120.A,IP.B53120.A,1.6848,1.7131,1.9470,2.0939,2.3112,2.8018,3.3166,3.2951,3.3597,3.5932,3.2901,3.3003,3.7887,4.4673,4.7096,4.0607,4.3585,4.9393,5.5137,6.0915,6.2576,6.4095,5.8781,5.9892,7.2072,7.2033,7.3370,8.0302,8.7619,9.0573,9.3559,9.3593,9.8704,10.5226,11.9174,14.3855,17.8298,22.4922,27.6543,34.2350,42.1200,43.1830,44.3205,49.3117,56.0211,63.1311,68.6499,77.7117,81.2129,67.1181,77.5925,88.4185,94.3051,95.9793,101.9992,98.5938,96.1713,100.0000,103.1923,103.1350,93.1914,99.3608,101.8702
"Computer and other board assemblies and parts; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53121.A,IP.B53121.A,,,,,,,,,,,,,0.2516,0.3551,0.5310,0.5604,0.8066,1.1837,1.6077,2.2007,2.8189,3.5564,4.1838,5.3938,7.7312,8.5795,8.8502,11.1159,12.5954,12.5133,13.6675,14.8782,18.5333,21.0553,23.2825,27.3252,33.3486,42.2356,47.3848,59.2346,72.3557,68.9151,63.2590,65.8047,65.5694,75.8731,90.1519,98.1704,107.0084,85.6957,96.5051,99.4474,95.5353,99.6780,91.2252,97.4545,90.5281,100.0000,110.9169,113.5930,110.6817,119.7207,133.5890
"Semiconductors, printed circuit boards, and other; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53122.A,IP.B53122.A,0.0018,0.0019,0.0024,0.0027,0.0033,0.0052,0.0073,0.0070,0.0075,0.0093,0.0095,0.0103,0.0130,0.0173,0.0184,0.0140,0.0180,0.0228,0.0277,0.0349,0.0404,0.0459,0.0521,0.0603,0.0794,0.0788,0.0823,0.1023,0.1188,0.1311,0.1487,0.1659,0.1967,0.2284,0.3112,0.4732,0.7637,1.1984,1.8715,3.1615,4.8578,5.7670,7.2909,10.1044,13.5715,17.0024,19.4845,25.2388,30.2296,27.2289,40.9622,50.0008,56.3638,63.1242,79.2463,78.7891,87.6020,100.0000,105.1483,107.9646,111.8526,121.4368,116.2635
"Other equipment parts; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53123.A,IP.B53123.A,,,,,,,,60.7350,61.2158,62.5132,55.0945,53.5844,58.9648,67.7988,70.0081,60.5909,62.4138,68.3780,74.1839,78.8459,77.7845,76.5885,65.4459,62.8186,72.0959,71.1703,71.9261,74.6726,79.5189,80.9389,80.4905,76.7164,75.6969,77.2573,80.5782,85.5720,88.6259,95.8911,100.1191,99.2020,103.2766,96.0110,89.2798,88.4005,92.8298,98.3690,103.2054,110.5747,109.1549,87.6080,91.2081,101.8752,107.1323,105.7768,108.4785,103.7355,98.5354,100.0000,102.3754,101.5537,88.4544,93.8138,97.4105
"Other durable materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53130.A,IP.B53130.A,41.4592,41.3441,44.6612,47.6053,52.8745,57.6041,63.0597,60.9421,64.1177,68.2763,63.7397,61.3949,69.3739,76.9827,76.7687,64.0550,68.7877,72.9137,77.8147,79.6946,73.6609,73.8129,62.0849,65.0648,72.1397,71.5360,72.9093,78.0975,83.6883,84.0016,84.4283,80.7975,85.1609,88.4928,95.0418,98.6117,101.5473,106.6222,109.5163,111.2311,112.1975,104.3445,104.5143,103.7159,107.6465,110.0659,112.4195,112.2083,106.9819,83.7892,93.1331,97.6436,99.0513,101.5819,104.2275,101.7049,100.0372,100.0000,102.8156,99.8421,92.0699,96.1973,98.6230
"Basic metals; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53131.A,IP.B53131.A,72.2942,71.4004,76.2353,81.2531,91.5190,99.7126,106.9312,97.5275,101.5283,111.3673,106.0691,99.5756,110.4245,126.1227,127.3946,101.0882,106.8124,107.1284,115.6860,119.1374,106.3069,107.3303,78.4279,81.8007,90.4785,84.0111,83.4160,91.2810,102.6153,103.2923,103.5997,99.4634,102.4163,105.7986,112.1752,113.8201,115.7959,121.2952,123.5183,122.2914,118.4129,106.5788,106.4451,105.1245,113.1530,110.7788,112.8828,114.0443,114.0415,90.0602,104.9197,110.3163,108.6541,111.1890,112.4500,105.7017,102.1762,100.0000,102.3416,98.0627,88.6935,92.0689,91.3027
"Miscellaneous durable materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53132.A,IP.B53132.A,28.2216,28.5130,31.2489,33.2938,36.3238,39.5758,44.4565,46.0647,49.1063,50.4368,45.8745,45.6855,52.7887,57.1994,56.3774,49.2566,53.6153,59.3315,62.7557,63.9907,60.8406,60.6087,55.9298,58.7719,65.2508,66.9904,69.1365,73.2967,76.5433,76.7031,77.1840,73.7364,78.6417,81.9521,88.5670,92.9258,96.2607,101.1844,104.3472,107.1749,109.9497,103.5570,103.8373,103.2288,105.5301,110.1129,112.5974,111.6722,103.7075,80.9392,87.7773,91.8646,94.8543,97.3890,100.6631,99.9922,99.1089,100.0000,103.0322,100.6552,93.6136,98.1023,102.2622
"Nondurable goods materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53200.A,IP.B53200.A,32.9513,34.2975,37.1419,39.4000,42.8610,47.0473,50.8079,51.7067,56.8036,61.4890,61.8178,64.4533,71.0537,74.6381,75.6966,67.7452,75.0765,80.4790,83.4928,85.0858,82.2920,82.9296,78.5864,84.1408,87.8312,87.0504,89.7676,95.1031,98.6095,99.4855,99.7540,98.6610,101.1258,102.2557,105.3193,106.3437,105.3348,110.3821,111.7124,113.0133,112.3766,105.1101,107.0892,106.1971,108.2850,109.5904,109.6849,114.4866,106.0749,95.8812,101.5946,100.8045,100.6707,101.6847,100.4660,99.3006,99.8765,100.0000,99.6472,97.6784,94.3345,98.0941,98.4322
"Textile materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53210.A,IP.B53210.A,,,,,,,,152.4085,168.3170,172.8343,166.5489,174.4058,183.6409,179.0104,167.0586,163.5354,182.6235,194.6706,192.4522,190.8750,186.3724,182.1969,166.5576,186.6878,186.1397,176.1227,183.0897,204.3210,202.4028,206.4809,196.3170,196.2702,207.9526,216.5808,229.6141,225.5269,219.0856,229.1947,227.2556,223.3147,214.3909,189.6167,192.5397,182.6872,174.3792,178.5480,161.7821,148.0405,128.2849,105.1983,116.8841,112.2171,109.7713,114.7705,113.2120,106.1711,103.2024,100.0000,98.8373,94.4279,86.6713,87.5064,86.5622
"Paper materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53220.A,IP.B53220.A,,,,,,,,62.7876,65.5745,71.2303,70.6564,73.7713,78.6864,84.8605,89.2371,77.6409,85.3025,89.1678,93.4957,97.2818,98.0280,99.9127,100.7221,107.1049,113.6228,112.9135,117.6550,123.2298,127.3642,127.2664,127.7168,125.0141,128.0190,128.0420,132.8986,136.2863,131.9520,133.3981,134.6711,136.5343,134.3720,127.4069,127.6125,123.4825,124.8914,124.3616,123.3042,123.2807,117.8648,103.6817,105.7202,105.4088,106.0541,106.2445,104.5589,103.0911,101.6406,100.0000,97.3545,96.8866,90.2933,89.5246,89.1854
"Chemical materials; n.s.a. IP","Index:_2017_100","1","NA",G17/IP_MARKET_GROUPS/IP.B53230.A,IP.B53230.A,,,,,,,,34.1239,39.7167,44.1057,45.0970,47.8105,55.6290,61.3016,63.0420,52.7890,60.4846,67.2686,71.3267,74.2716,68.7175,69.2778,62.0869,68.6560,72.9385,71.6844,75.1809,81.6975,86.6472,87.8511,88.7251,87.4144,89.6616,90.0794,92.9406,93.6813,94.1691,100.9819,101.0346,103.7813,104.1347,96.2958,99.9539,100.5680,105.8466,107.0175,108.8607,119.1851,105.6522,93.4104,103.6290,102.4880,101.7390,102.3065,99.9621,97.4848,98.4221,100.0000,99.2894,95.5585,91.8990,98.4486,98.5781
